Competidor,Fecha,Producto1,Producto2
Competidor7,2020-09-30,1003476.0,2839365.0
Competidor7,2020-10-04,993868.0,2886727.1
Competidor7,2020-10-11,1052463.0,2904045.0
Competidor7,2020-10-18,1228444.0,2885787.0
Competidor7,2020-10-25,1438748.0,2520989.1
Competidor7,2020-11-01,1048612.0,2482693.1
Competidor7,2020-11-08,947395.0,2645138.0
Competidor7,2020-11-15,1163782.0,2893900.0
Competidor7,2020-11-22,1435479.0,2488301.1
Competidor7,2020-12-06,1141736.0,2528213.0
Competidor7,2020-12-13,1724514.0,2541968.1
Competidor7,2020-12-20,1351590.0,2490311.0
Competidor7,2020-12-27,1347198.0,2356328.1
Competidor7,2020-12-29,1017342.0,2391491.1
Competidor7,2021-01-03,734574.0,2416577.0
Competidor7,2021-01-10,881897.0,2606412.0
Competidor7,2021-01-17,1133009.0,2752504.9
Competidor7,2021-01-24,1403046.0,2292697.1
Competidor7,2021-02-07,1074264.0,2588468.1
Competidor7,2021-02-14,1210983.0,2534978.1
Competidor7,2021-02-21,1240879.0,1784350.0
Competidor7,2021-02-28,1037377.0,2484972.0
Competidor7,2021-03-04,935381.0,2784796.0
Competidor7,2021-03-07,1063550.0,2701671.0
Competidor7,2021-03-14,1328500.0,2692458.0
Competidor7,2021-03-21,1774245.0,2461169.0
Competidor7,2021-03-28,912356.0,2610132.0
Competidor7,2021-04-02,1010302.0,2638903.0
Competidor7,2021-04-11,1037934.0,3069175.0
Competidor7,2021-04-18,1423111.0,2881173.0
Competidor7,2021-04-25,1393662.0,2612295.0
Competidor7,2021-05-09,1218736.0,2892171.0
Competidor7,2021-05-16,1298871.0,2735863.0
Competidor7,2021-05-23,1450802.0,2482927.0
Competidor7,2021-05-30,1092607.0,2841930.0
Competidor7,2021-06-04,1078219.0,2967613.0
Competidor7,2021-06-06,998111.0,2906422.0
Competidor7,2021-06-13,1351263.0,2750191.0
Competidor7,2021-06-20,1634583.0,2406498.0
Competidor7,2021-06-27,1239429.0,2590865.0
Competidor7,2021-07-01,968502.0,2666882.0
Competidor7,2021-07-11,1011752.0,2705546.0
Competidor7,2021-07-18,1354975.7,2616702.0
Competidor7,2021-07-25,1445117.0,2542967.0
Competidor7,2021-08-08,1109130.0,2861404.0
Competidor7,2021-08-15,1292793.0,2577632.0
Competidor7,2021-08-22,1342304.0,2504352.0
Competidor7,2021-08-29,1017651.0,2664650.0
Competidor7,2021-09-03,917951.0,2564536.0
Competidor7,2021-09-05,1057722.0,2845471.0
Competidor7,2021-09-12,1202631.0,2516333.0
Competidor7,2021-09-19,1656411.0,2414315.0
Competidor7,2021-09-26,918079.0,2492161.0
Competidor7,2021-10-10,1039382.0,2696771.0
Competidor7,2021-10-17,1258348.0,2571111.0
Competidor7,2021-10-24,1251248.0,2317537.0
Competidor7,2021-10-31,1028724.0,2486301.0
Competidor7,2021-11-07,1125269.0,2467290.1
Competidor7,2021-11-14,1103104.0,2323605.0
Competidor7,2021-11-21,1333389.0,2276190.0
Competidor7,2021-11-28,872719.0,2263085.0
Competidor7,2021-12-02,890758.0,2182579.1
Competidor7,2021-12-05,911866.0,2626502.0
Competidor7,2021-12-12,1043714.0,2275393.0
Competidor7,2021-12-19,1492567.0,2143668.0
Competidor7,2021-12-26,880401.0,2210845.0
Competidor7,2022-01-09,1413237.0,2252874.0
Competidor7,2022-01-16,850465.0,2151455.0
Competidor7,2022-01-23,742174.0,1964083.0
Competidor7,2022-01-30,808000.0,2013970.0
Competidor7,2022-02-06,945225.0,2142319.0
Competidor7,2022-02-13,930649.0,2089079.0
Competidor7,2022-02-20,1518743.0,2064050.0
Competidor7,2022-02-27,848731.0,2214354.0
Competidor7,2022-03-03,861459.0,2397502.0
Competidor7,2022-03-06,1041114.0,2336818.0
Competidor7,2022-03-13,1021159.0,2146260.0
Competidor7,2022-03-20,1295154.0,2102438.0
Competidor7,2022-03-27,771973.0,2181814.0
Competidor7,2022-04-01,853624.0,2311624.0
Competidor7,2022-04-10,1024907.0,2600059.0
Competidor7,2022-04-17,1033234.0,2311160.0
Competidor7,2022-04-24,1224696.0,2117618.0
Competidor7,2022-05-08,1004833.0,2525834.0
Competidor8,2019-01-06,13854688.0,0.0
Competidor8,2019-01-13,14450155.4,0.0
Competidor8,2019-01-20,13600906.1,0.0
Competidor8,2019-01-27,14408624.6,0.0
Competidor8,2019-02-03,13806459.5,0.0
Competidor8,2019-02-10,15616603.8,0.0
Competidor8,2019-02-17,13579528.3,0.0
Competidor8,2019-02-24,14753748.5,0.0
Competidor8,2019-03-03,14242457.4,0.0
Competidor8,2019-03-10,15818648.5,0.0
Competidor8,2019-03-17,14314742.5,0.0
Competidor8,2019-03-24,15694843.0,0.0
Competidor8,2019-03-31,14385903.46,0.0
Competidor8,2019-04-07,15685182.5,0.0
Competidor8,2019-04-14,15121795.0,0.0
Competidor8,2019-04-21,16288094.0,0.0
Competidor8,2019-04-28,15359497.04,0.0
Competidor8,2019-05-05,16300630.5,0.0
Competidor8,2019-05-12,15310715.5,0.0
Competidor8,2019-05-19,16341482.5,0.0
Competidor8,2019-05-26,16348806.5,0.0
Competidor8,2019-06-02,16292479.5,0.0
Competidor8,2019-06-09,16421365.5,0.0
Competidor8,2019-06-16,16148881.7,0.0
Competidor8,2019-06-23,15572186.0,0.0
Competidor8,2019-06-30,16893106.5,0.0
Competidor8,2019-07-07,17018374.5,0.0
Competidor8,2019-07-14,16185205.0,0.0
Competidor8,2019-07-21,15686372.5,0.0
Competidor8,2019-07-28,16720578.9,0.0
Competidor8,2019-08-04,15774301.14,0.0
Competidor8,2019-08-11,16853754.0,0.0
Competidor8,2019-08-18,15318891.0,0.0
Competidor8,2019-08-25,16755127.2,0.0
Competidor8,2019-09-01,15891748.5,0.0
Competidor8,2019-09-08,15953722.3,0.0
Competidor8,2019-09-15,15499881.8,0.0
Competidor8,2019-09-22,16870004.6,0.0
Competidor8,2019-09-29,14927402.0,0.0
Competidor8,2019-10-06,16343752.0,0.0
Competidor8,2019-10-13,15405705.0,0.0
Competidor8,2019-10-20,15606821.5,0.0
Competidor8,2019-10-27,15002108.0,0.0
Competidor8,2019-11-03,15342647.96,0.0
Competidor8,2019-11-10,14277794.0,0.0
Competidor8,2019-11-17,15259637.7,0.0
Competidor8,2019-11-24,14156982.0,0.0
Competidor8,2019-12-01,14809535.0,0.0
Competidor8,2019-12-08,14383072.5,0.0
Competidor8,2019-12-15,14923744.5,0.0
Competidor8,2019-12-22,14810880.0,0.0
Competidor8,2019-12-29,13804342.5,0.0
Competidor8,2020-01-05,13966619.04,0.0
Competidor8,2020-01-12,15030956.0,0.0
Competidor8,2020-01-19,13422226.96,0.0
Competidor8,2020-01-26,14377853.2,0.0
Competidor8,2020-02-02,13257220.0,0.0
Competidor8,2020-02-09,14990700.0,0.0
Competidor8,2020-02-16,13513873.96,0.0
Competidor8,2020-02-23,14737334.4,0.0
Competidor8,2020-03-01,13714012.16,0.0
Competidor8,2020-03-08,15542616.42,0.0
Competidor8,2020-03-15,14456456.0,0.0
Competidor8,2020-03-22,18101714.4,0.0
Competidor8,2020-03-29,15580359.5,0.0
Competidor8,2020-04-05,14703464.0,0.0
Competidor8,2020-04-12,15342295.25,0.0
Competidor8,2020-04-19,14883301.54,0.0
Competidor8,2020-04-26,14773554.5,0.0
Competidor8,2020-05-03,16066170.5,0.0
Competidor8,2020-05-10,16090431.5,0.0
Competidor8,2020-05-17,16120038.7,0.0
Competidor8,2020-05-24,16669026.2,0.0
Competidor8,2020-06-07,16843364.0,0.0
Competidor8,2020-06-14,17413029.04,0.0
Competidor8,2020-06-21,16558612.75,0.0
Competidor8,2020-06-28,16604924.0,0.0
Competidor8,2020-07-05,17463699.0,0.0
Competidor8,2020-07-12,17540515.5,0.0
Competidor8,2020-07-19,15753284.5,0.0
Competidor8,2020-07-26,16809654.5,0.0
Competidor8,2020-08-02,16378304.96,0.0
Competidor8,2020-08-09,17068873.5,0.0
Competidor8,2020-08-16,16501587.0,0.0
Competidor8,2020-08-23,17064224.96,0.0
Competidor8,2020-09-06,17406067.5,0.0
Competidor8,2020-09-13,15850266.4,0.0
Competidor8,2020-09-20,16093136.25,0.0
Competidor8,2020-09-27,14953720.6,0.0
Competidor8,2020-09-30,15755599.0,0.0
Competidor8,2020-10-04,16048726.1,0.0
Competidor8,2020-10-11,15534026.5,0.0
Competidor8,2020-10-18,16102210.5,0.0
Competidor8,2020-10-25,15249244.1,0.0
Competidor8,2020-11-01,15372800.1,0.0
Competidor8,2020-11-08,14903680.0,0.0
Competidor8,2020-11-15,15913592.4,0.0
Competidor8,2020-11-22,15417736.06,0.0
Competidor8,2020-12-06,14436415.0,0.0
Competidor8,2020-12-13,15473751.85,0.0
Competidor8,2020-12-20,14624275.0,0.0
Competidor8,2020-12-27,14110979.6,0.0
Competidor8,2020-12-29,14571323.1,0.0
Competidor8,2021-01-03,13250083.5,0.0
Competidor8,2021-01-10,14888286.5,0.0
Competidor8,2021-01-17,14558066.4,0.0
Competidor8,2021-01-24,14244825.56,0.0
Competidor8,2021-02-07,14337007.6,0.0
Competidor8,2021-02-14,14164460.6,0.0
Competidor8,2021-02-21,12379765.5,0.0
Competidor8,2021-02-28,14291002.5,0.0
Competidor8,2021-03-04,15521987.96,0.0
Competidor8,2021-03-07,14731272.0,0.0
Competidor8,2021-03-14,15277048.0,0.0
Competidor8,2021-03-21,15633588.5,0.0
Competidor8,2021-03-28,14942025.5,0.0
Competidor8,2021-04-02,15289333.0,0.0
Competidor8,2021-04-11,15929408.5,0.0
Competidor8,2021-04-18,16209941.0,0.0
Competidor8,2021-04-25,15428434.0,0.0
Competidor8,2021-05-09,15726952.0,0.0
Competidor8,2021-05-16,15147481.5,0.0
Competidor8,2021-05-23,15402371.0,0.0
Competidor8,2021-05-30,16044400.5,0.0
Competidor8,2021-06-04,16173768.8,0.0
Competidor8,2021-06-06,15255468.0,0.0
Competidor8,2021-06-13,15776885.0,0.0
Competidor8,2021-06-20,15725094.0,0.0
Competidor8,2021-06-27,15797598.0,0.0
Competidor8,2021-07-01,15284945.0,0.0
Competidor8,2021-07-11,15372358.5,0.0
Competidor8,2021-07-18,15513231.7,0.0
Competidor8,2021-07-25,15738947.0,0.0
Competidor8,2021-08-08,15435786.96,0.0
Competidor8,2021-08-15,15285969.0,0.0
Competidor8,2021-08-22,15433884.0,0.0
Competidor8,2021-08-29,15020817.0,0.0
Competidor8,2021-09-03,14603272.0,0.0
Competidor8,2021-09-05,15835881.0,0.0
Competidor8,2021-09-12,14869960.96,0.0
Competidor8,2021-09-19,15370315.5,0.0
Competidor8,2021-09-26,14527886.0,0.0
Competidor8,2021-10-10,14963903.0,0.0
Competidor8,2021-10-17,14792226.5,0.0
Competidor8,2021-10-24,14625829.0,0.0
Competidor8,2021-10-31,14370282.5,0.0
Competidor8,2021-11-07,14199079.1,0.0
Competidor8,2021-11-14,14094561.0,0.0
Competidor8,2021-11-21,14544216.0,0.0
Competidor8,2021-11-28,13294721.0,0.0
Competidor8,2021-12-02,12951516.1,0.0
Competidor8,2021-12-05,13913357.0,0.0
Competidor8,2021-12-12,13595704.0,0.0
Competidor8,2021-12-19,14115414.0,0.0
Competidor8,2021-12-26,13750430.0,0.0
Competidor8,2022-01-09,13195613.0,0.0
Competidor8,2022-01-16,12128710.0,0.0
Competidor8,2022-01-23,12181677.0,0.0
Competidor8,2022-01-30,12322687.0,0.0
Competidor8,2022-02-06,12874045.0,0.0
Competidor8,2022-02-13,12744691.0,0.0
Competidor8,2022-02-20,13543676.0,0.0
Competidor8,2022-02-27,13348804.0,0.0
Competidor8,2022-03-03,13533151.0,0.0
Competidor8,2022-03-06,13532610.0,0.0
Competidor8,2022-03-13,13673918.0,0.0
Competidor8,2022-03-20,13306889.0,0.0
Competidor8,2022-03-27,13560351.0,0.0
Competidor8,2022-04-01,14153841.0,0.0
Competidor8,2022-04-10,13956551.0,0.0
Competidor8,2022-04-17,13606645.0,0.0
Competidor8,2022-04-24,13605623.0,0.0
Competidor8,2022-05-08,14273898.0,0.0
Competidor9,2019-01-06,3793922.0,14992368.0
Competidor9,2019-01-13,2729373.0,16032383.0
Competidor9,2019-01-20,2800487.0,16880547.0
Competidor9,2019-01-27,2882470.0,14338808.0
Competidor9,2019-02-03,3398656.0,15537038.0
Competidor9,2019-02-10,4021779.0,17143305.0
Competidor9,2019-02-17,2671152.0,16409129.0
Competidor9,2019-02-24,2823657.0,15215034.0
Competidor9,2019-03-03,2896317.0,16098856.0
Competidor9,2019-03-10,3202899.0,17474534.0
Competidor9,2019-03-17,3492037.0,16809733.0
Competidor9,2019-03-24,4337187.0,15337600.0
Competidor9,2019-03-31,2586896.0,16201079.0
Competidor9,2019-04-07,2833753.0,17196841.0
Competidor9,2019-04-14,3083415.0,18008004.0
Competidor9,2019-04-21,3306260.0,17477327.0
Competidor9,2019-04-28,4201750.0,16487195.0
Competidor9,2019-05-05,2888953.0,17768254.0
Competidor9,2019-05-12,3185251.0,18774867.0
Competidor9,2019-05-19,3590936.0,18307455.0
Competidor9,2019-05-26,4466409.0,17405273.0
Competidor9,2019-06-02,3347699.0,18013594.0
Competidor9,2019-06-09,4425379.0,19135409.0
Competidor9,2019-06-16,3032406.0,18968314.0
Competidor9,2019-06-23,3460708.0,17835865.0
Competidor9,2019-06-30,3113752.0,18022695.0
Competidor9,2019-07-07,3957498.0,20086552.0
Competidor9,2019-07-14,3066521.0,17011560.0
Competidor9,2019-07-21,3514951.0,17549118.0
Competidor9,2019-07-28,4152660.0,17705475.0
Competidor9,2019-08-04,2991833.0,18329513.0
Competidor9,2019-08-11,3336027.0,19242627.0
Competidor9,2019-08-18,3696348.0,18132881.0
Competidor9,2019-08-25,4346590.0,16848640.0
Competidor9,2019-09-01,2992015.0,18112022.0
Competidor9,2019-09-08,3115816.0,18505188.0
Competidor9,2019-09-15,3691413.0,18274031.0
Competidor9,2019-09-22,4705555.0,16338909.0
Competidor9,2019-09-29,2616269.0,17067499.0
Competidor9,2019-10-06,2820865.0,17487218.0
Competidor9,2019-10-13,3077626.0,18201476.0
Competidor9,2019-10-20,3436538.0,17524264.0
Competidor9,2019-10-27,3818714.0,15410157.0
Competidor9,2019-11-03,2707118.0,16409283.0
Competidor9,2019-11-10,2968260.0,17444109.0
Competidor9,2019-11-17,3365089.0,16829188.0
Competidor9,2019-11-24,3965657.0,15076863.0
Competidor9,2019-12-01,2665488.0,15669328.0
Competidor9,2019-12-08,2766199.0,17417752.0
Competidor9,2019-12-15,3069689.0,16643861.0
Competidor9,2019-12-22,4514228.0,15362849.0
Competidor9,2019-12-29,2701797.0,14780697.0
Competidor9,2020-01-05,3235822.0,15275010.0
Competidor9,2020-01-12,2443291.0,16020044.0
Competidor9,2020-01-19,2793118.0,16733394.0
Competidor9,2020-01-26,3456677.0,14075171.0
Competidor9,2020-02-02,2441509.0,15255272.0
Competidor9,2020-02-09,2682939.0,16629915.0
Competidor9,2020-02-16,3284905.0,16341083.0
Competidor9,2020-02-23,3956118.0,14088289.0
Competidor9,2020-03-01,2449279.0,15304403.0
Competidor9,2020-03-08,2667831.0,17259060.0
Competidor9,2020-03-15,3307388.0,16706472.0
Competidor9,2020-03-22,4912213.0,17287081.9
Competidor9,2020-03-29,2806801.0,16701022.9
Competidor9,2020-04-05,2394567.0,15039991.0
Competidor9,2020-04-12,2734487.0,16752973.0
Competidor9,2020-04-19,3127745.0,16950288.0
Competidor9,2020-04-26,4216954.0,15503968.0
Competidor9,2020-05-03,2729001.0,17029398.0
Competidor9,2020-05-10,2937023.0,19299269.9
Competidor9,2020-05-17,3435130.0,18630224.0
Competidor9,2020-05-24,4360225.0,17718333.0
Competidor9,2020-06-07,3434073.0,19494647.0
Competidor9,2020-06-14,4557013.0,20021772.0
Competidor9,2020-06-21,3146519.0,18634107.0
Competidor9,2020-06-28,2956824.0,19255970.0
Competidor9,2020-07-05,3513010.0,19983300.0
Competidor9,2020-07-12,3945700.0,19240815.0
Competidor9,2020-07-19,3000992.0,17242787.0
Competidor9,2020-07-26,3004792.0,17389714.0
Competidor9,2020-08-02,3151421.0,18442540.0
Competidor9,2020-08-09,3370641.0,19342759.0
Competidor9,2020-08-16,3708548.0,18966090.0
Competidor9,2020-08-23,4265378.0,16996127.0
Competidor9,2020-09-06,3012490.0,19114658.0
Competidor9,2020-09-13,3485546.0,18458029.0
Competidor9,2020-09-20,4347116.0,16712113.0
Competidor9,2020-09-27,2621709.0,17277347.0
Competidor9,2020-09-30,2785994.0,17826325.0
Competidor9,2020-10-04,2713397.0,17894595.0
Competidor9,2020-10-11,2888457.0,18527501.0
Competidor9,2020-10-18,3278654.0,17591662.0
Competidor9,2020-10-25,3696063.0,15824591.0
Competidor9,2020-11-01,2657314.0,16126803.0
Competidor9,2020-11-08,2750868.0,17330137.0
Competidor9,2020-11-15,3352359.0,18054229.0
Competidor9,2020-11-22,3752993.0,16191811.0
Competidor9,2020-12-06,3177381.0,16098623.0
Competidor9,2020-12-13,4276798.0,16340193.0
Competidor9,2020-12-20,4073636.0,16002686.0
Competidor9,2020-12-27,3622182.0,15118626.0
Competidor9,2020-12-29,2570162.0,15697413.0
Competidor9,2021-01-03,2224000.0,15080389.0
Competidor9,2021-01-10,2550300.0,16608080.0
Competidor9,2021-01-17,2895067.0,16472131.0
Competidor9,2021-01-24,3345376.0,14362455.0
Competidor9,2021-02-07,2924417.0,16233942.0
Competidor9,2021-02-14,3297203.0,15788470.0
Competidor9,2021-02-21,3682137.0,14119228.0
Competidor9,2021-02-28,2437818.0,15116481.0
Competidor9,2021-03-04,2556687.0,16745308.0
Competidor9,2021-03-07,2562194.0,16920626.0
Competidor9,2021-03-14,3183068.0,16805865.0
Competidor9,2021-03-21,4133962.0,14921512.0
Competidor9,2021-03-28,2400540.0,15802603.0
Competidor9,2021-04-02,2677255.0,15751096.0
Competidor9,2021-04-11,2745721.0,18522898.4
Competidor9,2021-04-18,3313511.0,17685042.0
Competidor9,2021-04-25,3672884.0,16838722.0
Competidor9,2021-05-09,3301844.0,17633905.0
Competidor9,2021-05-16,3186381.0,16793883.0
Competidor9,2021-05-23,3844348.0,15279398.0
Competidor9,2021-05-30,2757751.0,17121414.0
Competidor9,2021-06-04,2737120.0,17802055.0
Competidor9,2021-06-06,2766468.0,17542163.0
Competidor9,2021-06-13,3699956.0,17244183.0
Competidor9,2021-06-20,4603289.0,15349891.0
Competidor9,2021-06-27,2712216.0,15930745.0
Competidor9,2021-07-01,2549276.0,16796651.0
Competidor9,2021-07-11,2809777.0,17765472.0
Competidor9,2021-07-18,3286754.0,16698284.0
Competidor9,2021-07-25,3778437.0,16047657.0
Competidor9,2021-08-08,3038753.0,17883195.0
Competidor9,2021-08-15,3140543.0,16971010.0
Competidor9,2021-08-22,3952859.5,16011966.0
Competidor9,2021-08-29,2526525.5,16443867.0
Competidor9,2021-09-03,2353334.0,16116244.0
Competidor9,2021-09-05,2670257.0,17316925.3
Competidor9,2021-09-12,3014895.0,16195213.0
Competidor9,2021-09-19,4059214.0,15439642.0
Competidor9,2021-09-26,2485506.0,15939366.0
Competidor9,2021-10-10,2621255.0,16827546.0
Competidor9,2021-10-17,2790169.0,15691199.0
Competidor9,2021-10-24,3638756.0,15033132.0
Competidor9,2021-10-31,2573236.0,15489036.0
Competidor9,2021-11-07,3143020.0,15746982.0
Competidor9,2021-11-14,2868485.0,14573748.0
Competidor9,2021-11-21,3596069.0,14475004.0
Competidor9,2021-11-28,2170550.0,14098208.0
Competidor9,2021-12-02,2205205.0,13619346.2
Competidor9,2021-12-05,2394173.0,15424739.0
Competidor9,2021-12-12,2557073.0,14104408.0
Competidor9,2021-12-19,3649982.0,13944093.0
Competidor9,2021-12-26,2095483.0,14101535.0
Competidor9,2022-01-09,3390121.0,13633760.4
Competidor9,2022-01-16,2319907.0,14254657.4
Competidor9,2022-01-23,2021711.0,12531338.5
Competidor9,2022-01-30,2116941.0,13034144.0
Competidor9,2022-02-06,2229278.0,13660065.0
Competidor9,2022-02-13,2419137.0,13811180.0
Competidor9,2022-02-20,3969091.0,13387679.0
Competidor9,2022-02-27,2306216.0,13814822.0
Competidor9,2022-03-03,2123589.0,14885498.0
Competidor9,2022-03-06,2918831.0,14966012.4
Competidor9,2022-03-13,2380599.0,13812497.2
Competidor9,2022-03-20,3568119.0,13565127.0
Competidor9,2022-03-27,2010407.0,14006472.0
Competidor9,2022-04-01,2132262.0,14172432.0
Competidor9,2022-04-10,2262905.0,15152021.0
Competidor9,2022-04-17,2379453.0,13978301.0
Competidor9,2022-04-24,3439577.0,13284126.0
Competidor9,2022-05-08,2319559.0,15079720.0
