Competidor,Fecha,Producto1,Tipo
Competidor2,23/01/22,34406807.5,Hist—rico
Competidor2,30/01/22,34924604.5,Hist—rico
Competidor2,06/02/22,35801471.5,Hist—rico
Competidor2,13/02/22,36382186,Hist—rico
Competidor2,20/02/22,37123804,Hist—rico
Competidor2,27/02/22,36109335.5,Hist—rico
Competidor2,03/03/22,37930595.5,Hist—rico
Competidor2,06/03/22,38352576.6,Hist—rico
Competidor2,13/03/22,36998516.5,Hist—rico
Competidor2,20/03/22,36486642.5,Hist—rico
Competidor2,27/03/22,37801015.5,Hist—rico
Competidor2,01/04/22,38060121.5,Hist—rico
Competidor2,10/04/22,38301684.5,Hist—rico
Competidor2,17/04/22,37199508.5,Hist—rico
Competidor2,24/04/22,37747067.5,Hist—rico
Competidor2,08/05/22,38826079.5,Hist—rico
Competidor3,06/01/19,3792128,Hist—rico
Competidor3,13/01/19,2568676,Hist—rico
Competidor3,20/01/19,2644847,Hist—rico
Competidor3,27/01/19,2782482,Hist—rico
Competidor3,03/02/19,3741709,Hist—rico
Competidor3,10/02/19,3687972,Hist—rico
Competidor3,17/02/19,2421020,Hist—rico
Competidor3,24/02/19,2730717,Hist—rico
Competidor3,03/03/19,2904549,Hist—rico
Competidor3,10/03/19,3180979,Hist—rico
Competidor3,17/03/19,4005906,Hist—rico
Competidor3,24/03/19,3965916,Hist—rico
Competidor3,31/03/19,2425668,Hist—rico
Competidor3,07/04/19,2755858,Hist—rico
Competidor3,14/04/19,2913541,Hist—rico
Competidor3,21/04/19,3498200,Hist—rico
Competidor3,28/04/19,4079367,Hist—rico
Competidor3,05/05/19,2647569,Hist—rico
Competidor3,12/05/19,2935113,Hist—rico
Competidor3,19/05/19,3571967,Hist—rico
Competidor3,26/05/19,4060400,Hist—rico
Competidor3,02/06/19,3162240,Hist—rico
Competidor3,09/06/19,4773710,Hist—rico
Competidor3,16/06/19,2710606,Hist—rico
Competidor3,23/06/19,3415475,Hist—rico
Competidor3,30/06/19,2760953,Hist—rico
Competidor3,07/07/19,3819778,Hist—rico
Competidor3,14/07/19,2555839,Hist—rico
Competidor3,21/07/19,3399245,Hist—rico
Competidor3,28/07/19,3589220,Hist—rico
Competidor3,04/08/19,2561032,Hist—rico
Competidor3,11/08/19,3073468,Hist—rico
Competidor3,18/08/19,3852066,Hist—rico
Competidor3,25/08/19,3842696,Hist—rico
Competidor3,01/09/19,2587591,Hist—rico
Competidor3,08/09/19,2887511,Hist—rico
Competidor3,15/09/19,3978492,Hist—rico
Competidor3,22/09/19,3976207,Hist—rico
Competidor3,29/09/19,2224183,Hist—rico
Competidor3,06/10/19,2672494,Hist—rico
Competidor3,13/10/19,3002833,Hist—rico
Competidor3,20/10/19,3502937,Hist—rico
Competidor3,27/10/19,3805619,Hist—rico
Competidor3,03/11/19,2350624,Hist—rico
Competidor3,10/11/19,2556349,Hist—rico
Competidor3,17/11/19,3286792,Hist—rico
Competidor3,24/11/19,3759500,Hist—rico
Competidor3,01/12/19,2371004,Hist—rico
Competidor3,08/12/19,2552638,Hist—rico
Competidor3,15/12/19,3046013,Hist—rico
Competidor3,22/12/19,4580066,Hist—rico
Competidor3,29/12/19,2418493,Hist—rico
Competidor3,05/01/20,3047532,Hist—rico
Competidor3,12/01/20,2116845,Hist—rico
Competidor3,19/01/20,2808484,Hist—rico
Competidor3,26/01/20,3031486,Hist—rico
Competidor3,02/02/20,2077866,Hist—rico
Competidor3,09/02/20,2498398,Hist—rico
Competidor3,16/02/20,3458275,Hist—rico
Competidor3,23/02/20,3411778,Hist—rico
Competidor3,01/03/20,2231294,Hist—rico
Competidor3,08/03/20,2532585,Hist—rico
Competidor3,15/03/20,3687975,Hist—rico
Competidor3,22/03/20,4173303,Hist—rico
Competidor3,29/03/20,2500140,Hist—rico
Competidor3,05/04/20,2232179,Hist—rico
Competidor3,12/04/20,2727811,Hist—rico
Competidor3,19/04/20,2903009,Hist—rico
Competidor3,26/04/20,4389322,Hist—rico
Competidor3,03/05/20,2564543,Hist—rico
Competidor3,10/05/20,2491756,Hist—rico
Competidor3,17/05/20,3240459,Hist—rico
Competidor3,24/05/20,3977891,Hist—rico
Competidor3,07/06/20,3347150,Hist—rico
Competidor3,14/06/20,4302433,Hist—rico
Competidor3,21/06/20,2488991,Hist—rico
Competidor3,28/06/20,2382422,Hist—rico
Competidor3,05/07/20,3398124,Hist—rico
Competidor3,12/07/20,3748843,Hist—rico
Competidor3,19/07/20,2348940,Hist—rico
Competidor3,26/07/20,2550511,Hist—rico
Competidor3,02/08/20,2764907,Hist—rico
Competidor3,09/08/20,2998247,Hist—rico
Competidor3,16/08/20,3781562,Hist—rico
Competidor3,23/08/20,3728626,Hist—rico
Competidor3,06/09/20,2485585,Hist—rico
Competidor3,13/09/20,3601173,Hist—rico
Competidor3,20/09/20,3844523,Hist—rico
Competidor3,27/09/20,2094949,Hist—rico
Competidor3,30/09/20,2360462,Hist—rico
Competidor3,04/10/20,2348152,Hist—rico
Competidor3,11/10/20,2538540,Hist—rico
Competidor3,18/10/20,3107696,Hist—rico
Competidor3,25/10/20,3510449,Hist—rico
Competidor3,01/11/20,2307938,Hist—rico
Competidor3,08/11/20,2333635,Hist—rico
Competidor3,15/11/20,3102549,Hist—rico
Competidor3,22/11/20,3504132,Hist—rico
Competidor3,06/12/20,2963732,Hist—rico
Competidor3,13/12/20,4173209,Hist—rico
Competidor3,20/12/20,3463373,Hist—rico
Competidor3,27/12/20,3203789,Hist—rico
Competidor3,29/12/20,2235437,Hist—rico
Competidor3,03/01/21,1764624,Hist—rico
Competidor3,10/01/21,2148906,Hist—rico
Competidor3,17/01/21,2916789,Hist—rico
Competidor3,24/01/21,3210853,Hist—rico
Competidor3,07/02/21,2750490,Hist—rico
Competidor3,14/02/21,3420594,Hist—rico
Competidor3,21/02/21,2737402,Hist—rico
Competidor3,28/02/21,2453410,Hist—rico
Competidor3,04/03/21,2105854,Hist—rico
Competidor3,07/03/21,2432931,Hist—rico
Competidor3,14/03/21,3280167,Hist—rico
Competidor3,21/03/21,4014318,Hist—rico
Competidor3,28/03/21,2002608,Hist—rico
Competidor3,02/04/21,2400387,Hist—rico
Competidor3,11/04/21,2358860,Hist—rico
Competidor3,18/04/21,3448309,Hist—rico
Competidor3,25/04/21,3451829,Hist—rico
Competidor3,09/05/21,2807833,Hist—rico
Competidor3,16/05/21,3144455,Hist—rico
Competidor3,23/05/21,3463190,Hist—rico
Competidor3,30/05/21,2337679,Hist—rico
Competidor3,04/06/21,2244859,Hist—rico
Competidor3,06/06/21,2277393,Hist—rico
Competidor3,13/06/21,3444743,Hist—rico
Competidor3,20/06/21,4113601,Hist—rico
Competidor3,27/06/21,2234641,Hist—rico
Competidor3,01/07/21,2226318,Hist—rico
Competidor3,11/07/21,2324269,Hist—rico
Competidor3,18/07/21,3210433,Hist—rico
Competidor3,25/07/21,3494707,Hist—rico
Competidor3,08/08/21,2644541,Hist—rico
Competidor3,15/08/21,3056166,Hist—rico
Competidor3,22/08/21,3496738,Hist—rico
Competidor3,29/08/21,2157448,Hist—rico
Competidor3,03/09/21,1998919,Hist—rico
Competidor3,05/09/21,2254680,Hist—rico
Competidor3,12/09/21,2643494,Hist—rico
Competidor3,19/09/21,4362102,Hist—rico
Competidor3,26/09/21,2167342,Hist—rico
Competidor3,10/10/21,2406585,Hist—rico
Competidor3,17/10/21,2828677,Hist—rico
Competidor3,24/10/21,3108657,Hist—rico
Competidor3,31/10/21,2430244,Hist—rico
Competidor3,07/11/21,2851889,Hist—rico
Competidor3,14/11/21,2600674,Hist—rico
Competidor3,21/11/21,3353363,Hist—rico
Competidor3,28/11/21,2003482,Hist—rico
Competidor3,02/12/21,2152706,Hist—rico
Competidor3,05/12/21,2115473,Hist—rico
Competidor3,12/12/21,2366900,Hist—rico
Competidor3,19/12/21,3732824,Hist—rico
Competidor3,26/12/21,1981069,Hist—rico
Competidor3,09/01/22,3417846,Hist—rico
Competidor3,16/01/22,2441045,Hist—rico
Competidor3,23/01/22,1838833,Hist—rico
Competidor3,30/01/22,1951982,Hist—rico
Competidor3,06/02/22,2378744,Hist—rico
Competidor3,13/02/22,2368100,Hist—rico
Competidor3,20/02/22,3998929,Hist—rico
Competidor3,27/02/22,2139420,Hist—rico
Competidor3,03/03/22,2130553,Hist—rico
Competidor3,06/03/22,2652775,Hist—rico
Competidor3,13/03/22,2344827,Hist—rico
Competidor3,20/03/22,3341495,Hist—rico
Competidor3,27/03/22,2066801,Hist—rico
Competidor3,01/04/22,2296033,Hist—rico
Competidor3,10/04/22,2547340,Hist—rico
Competidor3,17/04/22,2522695,Hist—rico
Competidor3,24/04/22,3286692,Hist—rico
Competidor3,08/05/22,2682195,Hist—rico
Competidor4,06/01/19,33437807.75,Hist—rico
Competidor4,13/01/19,35073558.45,Hist—rico
Competidor4,20/01/19,32645099.16,Hist—rico
Competidor4,27/01/19,34642263.42,Hist—rico
Competidor4,03/02/19,33675869.75,Hist—rico
Competidor4,10/02/19,36985648.41,Hist—rico
Competidor4,17/02/19,32974603.45,Hist—rico
Competidor4,24/02/19,35570467,Hist—rico
Competidor4,03/03/19,34079241.6,Hist—rico
Competidor4,10/03/19,38213896.75,Hist—rico
Competidor4,17/03/19,35174862,Hist—rico
Competidor4,24/03/19,37668439,Hist—rico
Competidor4,31/03/19,33837213,Hist—rico
Competidor4,07/04/19,37467298.75,Hist—rico
Competidor4,14/04/19,35800765,Hist—rico
Competidor4,21/04/19,38603352.54,Hist—rico
Competidor4,28/04/19,36404870.5,Hist—rico
Competidor4,05/05/19,38369910.25,Hist—rico
Competidor4,12/05/19,37140364,Hist—rico
Competidor4,19/05/19,39344948.5,Hist—rico
Competidor4,26/05/19,38737621.79,Hist—rico
Competidor4,02/06/19,38697455,Hist—rico
Competidor4,09/06/19,39372107,Hist—rico
Competidor4,16/06/19,37786228,Hist—rico
Competidor4,23/06/19,36865165.25,Hist—rico
Competidor4,30/06/19,39275107.75,Hist—rico
Competidor4,07/07/19,38612591.25,Hist—rico
Competidor4,14/07/19,38291358.44,Hist—rico
Competidor4,21/07/19,36530680,Hist—rico
Competidor4,28/07/19,39143608.25,Hist—rico
Competidor4,04/08/19,36145296,Hist—rico
Competidor4,11/08/19,40009287.4,Hist—rico
Competidor4,18/08/19,36810296.75,Hist—rico
Competidor4,25/08/19,38820199.75,Hist—rico
Competidor4,01/09/19,36942626.54,Hist—rico
Competidor4,08/09/19,38279728.71,Hist—rico
Competidor4,15/09/19,36713599.65,Hist—rico
Competidor4,22/09/19,38878726,Hist—rico
Competidor4,29/09/19,35239253,Hist—rico
Competidor4,06/10/19,38432345.25,Hist—rico
Competidor4,13/10/19,36626531.96,Hist—rico
Competidor4,20/10/19,37423232.75,Hist—rico
Competidor4,27/10/19,35426015.79,Hist—rico
Competidor4,03/11/19,36215819.75,Hist—rico
Competidor4,10/11/19,34014057.75,Hist—rico
Competidor4,17/11/19,35947355.25,Hist—rico
Competidor4,24/11/19,34028603.5,Hist—rico
Competidor4,01/12/19,34774497.46,Hist—rico
Competidor4,08/12/19,34167737.5,Hist—rico
Competidor4,15/12/19,35486692,Hist—rico
Competidor4,22/12/19,34993235.5,Hist—rico
Competidor4,29/12/19,33389735,Hist—rico
Competidor4,05/01/20,32728363.25,Hist—rico
Competidor4,12/01/20,34934400.25,Hist—rico
Competidor4,19/01/20,32240286.75,Hist—rico
Competidor4,26/01/20,34041982.5,Hist—rico
Competidor4,02/02/20,32138055,Hist—rico
Competidor4,09/02/20,35802476.75,Hist—rico
Competidor4,16/02/20,32606219.9,Hist—rico
Competidor4,23/02/20,35029269.7,Hist—rico
Competidor4,01/03/20,32625893,Hist—rico
Competidor4,08/03/20,36437347.4,Hist—rico
Competidor4,15/03/20,34198825.25,Hist—rico
Competidor4,22/03/20,42200682.75,Hist—rico
Competidor4,29/03/20,37661437.5,Hist—rico
Competidor4,05/04/20,34207787.5,Hist—rico
Competidor4,12/04/20,35882720.5,Hist—rico
Competidor4,19/04/20,36166056.75,Hist—rico
Competidor4,26/04/20,36210917,Hist—rico
Competidor4,03/05/20,38618483,Hist—rico
Competidor4,10/05/20,37436339,Hist—rico
Competidor4,17/05/20,38533462,Hist—rico
Competidor4,24/05/20,39405115.95,Hist—rico
Competidor4,07/06/20,39735396.96,Hist—rico
Competidor4,14/06/20,40303443,Hist—rico
Competidor4,21/06/20,38516637.5,Hist—rico
Competidor4,28/06/20,39234425,Hist—rico
Competidor4,05/07/20,40522922.5,Hist—rico
Competidor4,12/07/20,40922353.5,Hist—rico
Competidor4,19/07/20,36855960.5,Hist—rico
Competidor4,26/07/20,39090646,Hist—rico
Competidor4,02/08/20,38049260,Hist—rico
Competidor4,09/08/20,40217447,Hist—rico
Competidor4,16/08/20,38656105,Hist—rico
Competidor4,23/08/20,40079036,Hist—rico
Competidor4,06/09/20,39617169,Hist—rico
Competidor4,13/09/20,37106165.9,Hist—rico
Competidor4,20/09/20,38807681.5,Hist—rico
Competidor4,27/09/20,34755276,Hist—rico
Competidor4,30/09/20,37094660.5,Hist—rico
Competidor4,04/10/20,37563381.6,Hist—rico
Competidor4,11/10/20,35868018,Hist—rico
Competidor4,18/10/20,37734625.5,Hist—rico
Competidor4,25/10/20,35599730,Hist—rico
Competidor4,01/11/20,37087770.6,Hist—rico
Competidor4,08/11/20,35526211,Hist—rico
Competidor4,15/11/20,37792064,Hist—rico
Competidor4,22/11/20,36434684.5,Hist—rico
Competidor4,06/12/20,33813720.5,Hist—rico
Competidor4,13/12/20,36055664.5,Hist—rico
Competidor4,20/12/20,34595307.5,Hist—rico
Competidor4,27/12/20,33849890,Hist—rico
Competidor4,29/12/20,34892672.5,Hist—rico
Competidor4,03/01/21,31207795,Hist—rico
Competidor4,10/01/21,35334323,Hist—rico
Competidor4,17/01/21,33762871.5,Hist—rico
Competidor4,24/01/21,34035296,Hist—rico
Competidor4,07/02/21,34052469,Hist—rico
Competidor4,14/02/21,34059477,Hist—rico
Competidor4,21/02/21,28300917,Hist—rico
Competidor4,28/02/21,34875583,Hist—rico
Competidor4,04/03/21,35402323,Hist—rico
Competidor4,07/03/21,35622364.5,Hist—rico
Competidor4,14/03/21,35386457,Hist—rico
Competidor4,21/03/21,36579541.5,Hist—rico
Competidor4,28/03/21,35087993,Hist—rico
Competidor4,02/04/21,35405867,Hist—rico
Competidor4,11/04/21,37117498,Hist—rico
Competidor4,18/04/21,37664791.5,Hist—rico
Competidor4,25/04/21,37058087.5,Hist—rico
Competidor4,09/05/21,36727186,Hist—rico
Competidor4,16/05/21,35559095.5,Hist—rico
Competidor4,23/05/21,36699752.5,Hist—rico
Competidor4,30/05/21,36675305,Hist—rico
Competidor4,04/06/21,36432977.5,Hist—rico
Competidor4,06/06/21,36270899,Hist—rico
Competidor4,13/06/21,37043403,Hist—rico
Competidor4,20/06/21,36884333.5,Hist—rico
Competidor4,27/06/21,36429139.5,Hist—rico
Competidor4,01/07/21,35404761,Hist—rico
Competidor4,11/07/21,35779298.4,Hist—rico
Competidor4,18/07/21,36336396.5,Hist—rico
Competidor4,25/07/21,36732620.3,Hist—rico
Competidor4,08/08/21,36359420,Hist—rico
Competidor4,15/08/21,35790985.46,Hist—rico
Competidor4,22/08/21,37011707.5,Hist—rico
Competidor4,29/08/21,34546959.8,Hist—rico
Competidor4,03/09/21,33648160.8,Hist—rico
Competidor4,05/09/21,35382076.8,Hist—rico
Competidor4,12/09/21,34148958.1,Hist—rico
Competidor4,19/09/21,37409440.4,Hist—rico
Competidor4,26/09/21,34064797,Hist—rico
Competidor4,10/10/21,34887114.9,Hist—rico
Competidor4,17/10/21,34623656.6,Hist—rico
Competidor4,24/10/21,35239516,Hist—rico
Competidor4,31/10/21,33809194.5,Hist—rico
Competidor4,07/11/21,33951018.5,Hist—rico
Competidor4,14/11/21,32813253.3,Hist—rico
Competidor4,21/11/21,34451660,Hist—rico
Competidor4,28/11/21,31440462.7,Hist—rico
Competidor4,02/12/21,30899367.5,Hist—rico
Competidor4,05/12/21,32307930.5,Hist—rico
Competidor4,12/12/21,31927950.3,Hist—rico
Competidor4,19/12/21,34062149.7,Hist—rico
Competidor4,26/12/21,32379473,Hist—rico
Competidor4,09/01/22,31737470.5,Hist—rico
Competidor4,16/01/22,29726226.5,Hist—rico
Competidor4,23/01/22,28945026.1,Hist—rico
Competidor4,30/01/22,29554553,Hist—rico
Competidor4,06/02/22,29651809,Hist—rico
Competidor4,13/02/22,30777430.5,Hist—rico
Competidor4,20/02/22,32502262.6,Hist—rico
Competidor4,27/02/22,32143846,Hist—rico
Competidor4,03/03/22,32362110.5,Hist—rico
Competidor4,06/03/22,32506197.1,Hist—rico
Competidor4,13/03/22,32325324.3,Hist—rico
Competidor4,20/03/22,31715527.2,Hist—rico
Competidor4,27/03/22,32994861,Hist—rico
Competidor4,01/04/22,34502930.5,Hist—rico
Competidor4,10/04/22,32263526,Hist—rico
Competidor4,17/04/22,31326462.5,Hist—rico
Competidor4,24/04/22,32592038,Hist—rico
Competidor4,08/05/22,33457145,Hist—rico
Competidor5,06/01/19,4374727,Hist—rico
Competidor5,13/01/19,3207331,Hist—rico
Competidor5,20/01/19,3339479,Hist—rico
Competidor5,27/01/19,3525728,Hist—rico
Competidor5,03/02/19,4265137,Hist—rico
Competidor5,10/02/19,4977378,Hist—rico
Competidor5,17/02/19,3122006,Hist—rico
Competidor5,24/02/19,3338361,Hist—rico
Competidor5,03/03/19,3512670,Hist—rico
Competidor5,10/03/19,3893406,Hist—rico
Competidor5,17/03/19,4548177,Hist—rico
Competidor5,24/03/19,5216008,Hist—rico
Competidor5,31/03/19,3090287,Hist—rico
Competidor5,07/04/19,3344723,Hist—rico
Competidor5,14/04/19,3677999,Hist—rico
Competidor5,21/04/19,3973583,Hist—rico
Competidor5,28/04/19,5279475,Hist—rico
Competidor5,05/05/19,3312839,Hist—rico
Competidor5,12/05/19,3640552,Hist—rico
Competidor5,19/05/19,4331712,Hist—rico
Competidor5,26/05/19,5076637,Hist—rico
Competidor5,02/06/19,3971782,Hist—rico
Competidor5,09/06/19,5440865,Hist—rico
Competidor5,16/06/19,3275423,Hist—rico
Competidor5,23/06/19,4117137,Hist—rico
Competidor5,30/06/19,3551314,Hist—rico
Competidor5,07/07/19,4369707,Hist—rico
Competidor5,14/07/19,3425829,Hist—rico
Competidor5,21/07/19,4080492,Hist—rico
Competidor5,28/07/19,4672027,Hist—rico
Competidor5,04/08/19,3291076,Hist—rico
Competidor5,11/08/19,3734236,Hist—rico
Competidor5,18/08/19,4131930,Hist—rico
Competidor5,25/08/19,5187530,Hist—rico
Competidor5,01/09/19,3463305,Hist—rico
Competidor5,08/09/19,3423865,Hist—rico
Competidor5,15/09/19,4344010,Hist—rico
Competidor5,22/09/19,5202602,Hist—rico
Competidor5,29/09/19,2922966,Hist—rico
Competidor5,06/10/19,3295047,Hist—rico
Competidor5,13/10/19,3666887,Hist—rico
Competidor5,20/10/19,4220527,Hist—rico
Competidor5,27/10/19,4507053,Hist—rico
Competidor5,03/11/19,3068050,Hist—rico
Competidor5,10/11/19,3412852,Hist—rico
Competidor5,17/11/19,4149640,Hist—rico
Competidor5,24/11/19,4679273,Hist—rico
Competidor5,01/12/19,2933727,Hist—rico
Competidor5,08/12/19,3334222,Hist—rico
Competidor5,15/12/19,3763175,Hist—rico
Competidor5,22/12/19,5646149,Hist—rico
Competidor5,29/12/19,2987835,Hist—rico
Competidor5,05/01/20,4003814,Hist—rico
Competidor5,12/01/20,2775446,Hist—rico
Competidor5,19/01/20,3406011,Hist—rico
Competidor5,26/01/20,4128079,Hist—rico
Competidor5,02/02/20,2774257,Hist—rico
Competidor5,09/02/20,3123248,Hist—rico
Competidor5,16/02/20,4090352,Hist—rico
Competidor5,23/02/20,4719092,Hist—rico
Competidor5,01/03/20,2850366,Hist—rico
Competidor5,08/03/20,3204588,Hist—rico
Competidor5,15/03/20,4191666,Hist—rico
Competidor5,22/03/20,5879848,Hist—rico
Competidor5,29/03/20,3320538,Hist—rico
Competidor5,05/04/20,2861088,Hist—rico
Competidor5,12/04/20,3346796,Hist—rico
Competidor5,19/04/20,3659875,Hist—rico
Competidor5,26/04/20,5412466,Hist—rico
Competidor5,03/05/20,2826913,Hist—rico
Competidor5,10/05/20,3186897,Hist—rico
Competidor5,17/05/20,4281845,Hist—rico
Competidor5,24/05/20,5001007,Hist—rico
Competidor5,07/06/20,4238757,Hist—rico
Competidor5,14/06/20,5248152,Hist—rico
Competidor5,21/06/20,3283287,Hist—rico
Competidor5,28/06/20,3083314,Hist—rico
Competidor5,05/07/20,4125213,Hist—rico
Competidor5,12/07/20,4627097,Hist—rico
Competidor5,19/07/20,3119742,Hist—rico
Competidor5,26/07/20,3324375,Hist—rico
Competidor5,02/08/20,3441132,Hist—rico
Competidor5,09/08/20,3697971,Hist—rico
Competidor5,16/08/20,4485587,Hist—rico
Competidor5,23/08/20,4872082,Hist—rico
Competidor5,06/09/20,3180537,Hist—rico
Competidor5,13/09/20,4355014,Hist—rico
Competidor5,20/09/20,4840930,Hist—rico
Competidor5,27/09/20,2835244,Hist—rico
Competidor5,30/09/20,3021815,Hist—rico
Competidor5,04/10/20,2963552,Hist—rico
Competidor5,11/10/20,3217893,Hist—rico
Competidor5,18/10/20,4091241,Hist—rico
Competidor5,25/10/20,4306770,Hist—rico
Competidor5,01/11/20,2965502,Hist—rico
Competidor5,08/11/20,3118255,Hist—rico
Competidor5,15/11/20,4085284,Hist—rico
Competidor5,22/11/20,4464900,Hist—rico
Competidor5,06/12/20,3831187,Hist—rico
Competidor5,13/12/20,5159027,Hist—rico
Competidor5,20/12/20,5420471,Hist—rico
Competidor5,27/12/20,4638873,Hist—rico
Competidor5,29/12/20,2828632,Hist—rico
Competidor5,03/01/21,2509535,Hist—rico
Competidor5,10/01/21,3081300,Hist—rico
Competidor5,17/01/21,3627540,Hist—rico
Competidor5,24/01/21,4098938,Hist—rico
Competidor5,07/02/21,3542365,Hist—rico
Competidor5,14/02/21,4185549,Hist—rico
Competidor5,21/02/21,3800726,Hist—rico
Competidor5,28/02/21,3218928,Hist—rico
Competidor5,04/03/21,2835453,Hist—rico
Competidor5,07/03/21,3131283,Hist—rico
Competidor5,14/03/21,4093491,Hist—rico
Competidor5,21/03/21,5088403,Hist—rico
Competidor5,28/03/21,2730703,Hist—rico
Competidor5,02/04/21,3120869,Hist—rico
Competidor5,11/04/21,3137968,Hist—rico
Competidor5,18/04/21,4128440,Hist—rico
Competidor5,25/04/21,4295427,Hist—rico
Competidor5,09/05/21,3823829,Hist—rico
Competidor5,16/05/21,4250719,Hist—rico
Competidor5,23/05/21,4429906,Hist—rico
Competidor5,30/05/21,3088764,Hist—rico
Competidor5,04/06/21,3022488,Hist—rico
Competidor5,06/06/21,2976197,Hist—rico
Competidor5,13/06/21,4288219,Hist—rico
Competidor5,20/06/21,5565214,Hist—rico
Competidor5,27/06/21,3291135,Hist—rico
Competidor5,01/07/21,3320176,Hist—rico
Competidor5,11/07/21,3003206.7,Hist—rico
Competidor5,18/07/21,3776015,Hist—rico
Competidor5,25/07/21,5103655,Hist—rico
Competidor5,08/08/21,4132605,Hist—rico
Competidor5,15/08/21,3649249,Hist—rico
Competidor5,22/08/21,4249182,Hist—rico
Competidor5,29/08/21,3244832,Hist—rico
Competidor5,03/09/21,2854284,Hist—rico
Competidor5,05/09/21,3512389,Hist—rico
Competidor5,12/09/21,3407865,Hist—rico
Competidor5,19/09/21,5075517,Hist—rico
Competidor5,26/09/21,3470933,Hist—rico
Competidor5,10/10/21,3230893,Hist—rico
Competidor5,17/10/21,3856050,Hist—rico
Competidor5,24/10/21,4229092,Hist—rico
Competidor5,31/10/21,3275092,Hist—rico
Competidor5,07/11/21,4082376,Hist—rico
Competidor5,14/11/21,3682441,Hist—rico
Competidor5,21/11/21,4785748,Hist—rico
Competidor5,28/11/21,2753385,Hist—rico
Competidor5,02/12/21,2984626,Hist—rico
Competidor5,05/12/21,2899937,Hist—rico
Competidor5,12/12/21,3235373,Hist—rico
Competidor5,19/12/21,4977417,Hist—rico
Competidor5,26/12/21,2758312,Hist—rico
Competidor5,09/01/22,4580028,Hist—rico
Competidor5,16/01/22,3530822,Hist—rico
Competidor5,23/01/22,2773498,Hist—rico
