Competidor,Fecha,Producto1,Tipo
Competidor5,30/01/22,2743764,Hist—rico
Competidor5,06/02/22,3026038,Hist—rico
Competidor5,13/02/22,3309167,Hist—rico
Competidor5,20/02/22,5167188,Hist—rico
Competidor5,27/02/22,3161843,Hist—rico
Competidor5,03/03/22,2995622,Hist—rico
Competidor5,06/03/22,4264970,Hist—rico
Competidor5,13/03/22,3203645,Hist—rico
Competidor5,20/03/22,4581047,Hist—rico
Competidor5,27/03/22,2870267,Hist—rico
Competidor5,01/04/22,3205509,Hist—rico
Competidor5,10/04/22,3414393,Hist—rico
Competidor5,17/04/22,3528132,Hist—rico
Competidor5,24/04/22,4486068,Hist—rico
Competidor5,08/05/22,3838649,Hist—rico
Competidor6,06/01/19,49876275.5,Hist—rico
Competidor6,13/01/19,53622682.9,Hist—rico
Competidor6,20/01/19,50414639.8,Hist—rico
Competidor6,27/01/19,52815638.9,Hist—rico
Competidor6,03/02/19,49815094.46,Hist—rico
Competidor6,10/02/19,57351965.2,Hist—rico
Competidor6,17/02/19,50571870,Hist—rico
Competidor6,24/02/19,54164551.86,Hist—rico
Competidor6,03/03/19,51087574.5,Hist—rico
Competidor6,10/03/19,57639866,Hist—rico
Competidor6,17/03/19,53957728.5,Hist—rico
Competidor6,24/03/19,56021712.11,Hist—rico
Competidor6,31/03/19,52024152,Hist—rico
Competidor6,07/04/19,56563809.04,Hist—rico
Competidor6,14/04/19,54247380,Hist—rico
Competidor6,21/04/19,57263858.5,Hist—rico
Competidor6,28/04/19,54101859,Hist—rico
Competidor6,05/05/19,56755861,Hist—rico
Competidor6,12/05/19,55395836.75,Hist—rico
Competidor6,19/05/19,58865349.5,Hist—rico
Competidor6,26/05/19,57791980.5,Hist—rico
Competidor6,02/06/19,55976791,Hist—rico
Competidor6,09/06/19,57703548,Hist—rico
Competidor6,16/06/19,56003546.5,Hist—rico
Competidor6,23/06/19,54270275.5,Hist—rico
Competidor6,30/06/19,57761624.25,Hist—rico
Competidor6,07/07/19,57144007,Hist—rico
Competidor6,14/07/19,55104026.5,Hist—rico
Competidor6,21/07/19,53691659.75,Hist—rico
Competidor6,28/07/19,57612705,Hist—rico
Competidor6,04/08/19,53093077.5,Hist—rico
Competidor6,11/08/19,57780674,Hist—rico
Competidor6,18/08/19,53886768.5,Hist—rico
Competidor6,25/08/19,56047124.5,Hist—rico
Competidor6,01/09/19,54931008.3,Hist—rico
Competidor6,08/09/19,55373625.04,Hist—rico
Competidor6,15/09/19,53811900,Hist—rico
Competidor6,22/09/19,56637382.9,Hist—rico
Competidor6,29/09/19,51666276.9,Hist—rico
Competidor6,06/10/19,56911009.7,Hist—rico
Competidor6,13/10/19,55256096.2,Hist—rico
Competidor6,20/10/19,55652870.8,Hist—rico
Competidor6,27/10/19,52035463.2,Hist—rico
Competidor6,03/11/19,53635273.9,Hist—rico
Competidor6,10/11/19,52432837.61,Hist—rico
Competidor6,17/11/19,54499494.3,Hist—rico
Competidor6,24/11/19,50951701.2,Hist—rico
Competidor6,01/12/19,51121406,Hist—rico
Competidor6,08/12/19,52473459.8,Hist—rico
Competidor6,15/12/19,54071224.15,Hist—rico
Competidor6,22/12/19,52823597.5,Hist—rico
Competidor6,29/12/19,48928672.45,Hist—rico
Competidor6,05/01/20,49271962.75,Hist—rico
Competidor6,12/01/20,52769594.8,Hist—rico
Competidor6,19/01/20,49612214.64,Hist—rico
Competidor6,26/01/20,51781580.1,Hist—rico
Competidor6,02/02/20,48443169.1,Hist—rico
Competidor6,09/02/20,53525263.76,Hist—rico
Competidor6,16/02/20,50259619.16,Hist—rico
Competidor6,23/02/20,53278286.92,Hist—rico
Competidor6,01/03/20,49553012.46,Hist—rico
Competidor6,08/03/20,55727650.9,Hist—rico
Competidor6,15/03/20,52797466.9,Hist—rico
Competidor6,22/03/20,65856019.7,Hist—rico
Competidor6,29/03/20,58682403.9,Hist—rico
Competidor6,05/04/20,53035651.75,Hist—rico
Competidor6,12/04/20,51754285.3,Hist—rico
Competidor6,19/04/20,53934398.76,Hist—rico
Competidor6,26/04/20,52418371.9,Hist—rico
Competidor6,03/05/20,55918091.7,Hist—rico
Competidor6,10/05/20,55402274.5,Hist—rico
Competidor6,17/05/20,57788071.7,Hist—rico
Competidor6,24/05/20,57584753.9,Hist—rico
Competidor6,07/06/20,58306295,Hist—rico
Competidor6,14/06/20,60361665.1,Hist—rico
Competidor6,21/06/20,56348194.4,Hist—rico
Competidor6,28/06/20,57465390.7,Hist—rico
Competidor6,05/07/20,59176133.2,Hist—rico
Competidor6,12/07/20,59217144.4,Hist—rico
Competidor6,19/07/20,53692334,Hist—rico
Competidor6,26/07/20,57400979.2,Hist—rico
Competidor6,02/08/20,55040708.3,Hist—rico
Competidor6,09/08/20,58771026.66,Hist—rico
Competidor6,16/08/20,56653953.5,Hist—rico
Competidor6,23/08/20,58333124.4,Hist—rico
Competidor6,06/09/20,58546392.4,Hist—rico
Competidor6,13/09/20,55045732.7,Hist—rico
Competidor6,20/09/20,55030636.5,Hist—rico
Competidor6,27/09/20,51823999.1,Hist—rico
Competidor6,30/09/20,53979016.9,Hist—rico
Competidor6,04/10/20,55447011,Hist—rico
Competidor6,11/10/20,52860427.7,Hist—rico
Competidor6,18/10/20,56802246.2,Hist—rico
Competidor6,25/10/20,52121264.7,Hist—rico
Competidor6,01/11/20,54725179,Hist—rico
Competidor6,08/11/20,53001958.2,Hist—rico
Competidor6,15/11/20,57433724.9,Hist—rico
Competidor6,22/11/20,53847124.6,Hist—rico
Competidor6,06/12/20,51207343.8,Hist—rico
Competidor6,13/12/20,54148816.4,Hist—rico
Competidor6,20/12/20,52918846.5,Hist—rico
Competidor6,27/12/20,50476933.2,Hist—rico
Competidor6,29/12/20,51981508.4,Hist—rico
Competidor6,03/01/21,47578229.8,Hist—rico
Competidor6,10/01/21,53365204,Hist—rico
Competidor6,17/01/21,51332075.4,Hist—rico
Competidor6,24/01/21,50593351.6,Hist—rico
Competidor6,07/02/21,51174959.3,Hist—rico
Competidor6,14/02/21,51179722.2,Hist—rico
Competidor6,21/02/21,44368461.9,Hist—rico
Competidor6,28/02/21,52640113.4,Hist—rico
Competidor6,04/03/21,54257798.1,Hist—rico
Competidor6,07/03/21,53767258.3,Hist—rico
Competidor6,14/03/21,53848015.9,Hist—rico
Competidor6,21/03/21,54387718.3,Hist—rico
Competidor6,28/03/21,53000161,Hist—rico
Competidor6,02/04/21,53529789.4,Hist—rico
Competidor6,11/04/21,56250638.8,Hist—rico
Competidor6,18/04/21,56361678.6,Hist—rico
Competidor6,25/04/21,55817448.7,Hist—rico
Competidor6,09/05/21,56958575.2,Hist—rico
Competidor6,16/05/21,54041977.6,Hist—rico
Competidor6,23/05/21,54453436.6,Hist—rico
Competidor6,30/05/21,54787389.8,Hist—rico
Competidor6,04/06/21,54634398.6,Hist—rico
Competidor6,06/06/21,54489854.6,Hist—rico
Competidor6,13/06/21,55522075.4,Hist—rico
Competidor6,20/06/21,54762965.3,Hist—rico
Competidor6,27/06/21,53689211.8,Hist—rico
Competidor6,01/07/21,52466589.3,Hist—rico
Competidor6,11/07/21,52677341,Hist—rico
Competidor6,18/07/21,53136411.7,Hist—rico
Competidor6,25/07/21,54783716.2,Hist—rico
Competidor6,08/08/21,54213253.5,Hist—rico
Competidor6,15/08/21,52499241.4,Hist—rico
Competidor6,22/08/21,53123764.8,Hist—rico
Competidor6,29/08/21,52574002.3,Hist—rico
Competidor6,03/09/21,50627160.5,Hist—rico
Competidor6,05/09/21,53900553.1,Hist—rico
Competidor6,12/09/21,51109478.8,Hist—rico
Competidor6,19/09/21,53370700.3,Hist—rico
Competidor6,26/09/21,50952399.6,Hist—rico
Competidor6,10/10/21,52027060.7,Hist—rico
Competidor6,17/10/21,51723132.8,Hist—rico
Competidor6,24/10/21,52267326.1,Hist—rico
Competidor6,31/10/21,50843329.1,Hist—rico
Competidor6,07/11/21,51969494,Hist—rico
Competidor6,14/11/21,49479384.6,Hist—rico
Competidor6,21/11/21,52882618.35,Hist—rico
Competidor6,28/11/21,46966576,Hist—rico
Competidor6,02/12/21,47516617.2,Hist—rico
Competidor6,05/12/21,49787112.8,Hist—rico
Competidor6,12/12/21,49119261.8,Hist—rico
Competidor6,19/12/21,51775951.3,Hist—rico
Competidor6,26/12/21,49520179.5,Hist—rico
Competidor6,09/01/22,48204232.4,Hist—rico
Competidor6,16/01/22,46883099.6,Hist—rico
Competidor6,23/01/22,44448237.8,Hist—rico
Competidor6,30/01/22,45399647.4,Hist—rico
Competidor6,06/02/22,44755095.1,Hist—rico
Competidor6,13/02/22,47520278.06,Hist—rico
Competidor6,20/02/22,49425841.5,Hist—rico
Competidor6,27/02/22,49067738.5,Hist—rico
Competidor6,03/03/22,49428395.4,Hist—rico
Competidor6,06/03/22,50277456.5,Hist—rico
Competidor6,13/03/22,49503958.8,Hist—rico
Competidor6,20/03/22,49029911.5,Hist—rico
Competidor6,27/03/22,50278593.8,Hist—rico
Competidor6,01/04/22,51871122.6,Hist—rico
Competidor6,10/04/22,51119394.7,Hist—rico
Competidor6,17/04/22,48253904.4,Hist—rico
Competidor6,24/04/22,50143091.8,Hist—rico
Competidor6,08/05/22,50829150.2,Hist—rico
Competidor7,06/01/19,1539561,Hist—rico
Competidor7,13/01/19,1090031,Hist—rico
Competidor7,20/01/19,1054273,Hist—rico
Competidor7,27/01/19,1104712,Hist—rico
Competidor7,03/02/19,1345256,Hist—rico
Competidor7,10/02/19,1669967,Hist—rico
Competidor7,17/02/19,1002036,Hist—rico
Competidor7,24/02/19,1059117,Hist—rico
Competidor7,03/03/19,1181300,Hist—rico
Competidor7,10/03/19,1266483,Hist—rico
Competidor7,17/03/19,1439364,Hist—rico
Competidor7,24/03/19,1819593,Hist—rico
Competidor7,31/03/19,965356,Hist—rico
Competidor7,07/04/19,1067310,Hist—rico
Competidor7,14/04/19,1205078,Hist—rico
Competidor7,21/04/19,1389866,Hist—rico
Competidor7,28/04/19,1697402,Hist—rico
Competidor7,05/05/19,1048089,Hist—rico
Competidor7,12/05/19,1170870,Hist—rico
Competidor7,19/05/19,1363158,Hist—rico
Competidor7,26/05/19,1666143,Hist—rico
Competidor7,02/06/19,1397717,Hist—rico
Competidor7,09/06/19,1783892,Hist—rico
Competidor7,16/06/19,1151291,Hist—rico
Competidor7,23/06/19,1349696,Hist—rico
Competidor7,30/06/19,1196512,Hist—rico
Competidor7,07/07/19,1481652,Hist—rico
Competidor7,14/07/19,1142771,Hist—rico
Competidor7,21/07/19,1311177,Hist—rico
Competidor7,28/07/19,1636299,Hist—rico
Competidor7,04/08/19,1090342,Hist—rico
Competidor7,11/08/19,1227408,Hist—rico
Competidor7,18/08/19,1369472,Hist—rico
Competidor7,25/08/19,1746588,Hist—rico
Competidor7,01/09/19,1158918,Hist—rico
Competidor7,08/09/19,1145286,Hist—rico
Competidor7,15/09/19,1480013,Hist—rico
Competidor7,22/09/19,2040738,Hist—rico
Competidor7,29/09/19,911787,Hist—rico
Competidor7,06/10/19,994901,Hist—rico
Competidor7,13/10/19,1126151,Hist—rico
Competidor7,20/10/19,1324739,Hist—rico
Competidor7,27/10/19,1554732,Hist—rico
Competidor7,03/11/19,1015608,Hist—rico
Competidor7,10/11/19,1050675,Hist—rico
Competidor7,17/11/19,1310488,Hist—rico
Competidor7,24/11/19,1477735,Hist—rico
Competidor7,01/12/19,1027193,Hist—rico
Competidor7,08/12/19,1055331,Hist—rico
Competidor7,15/12/19,1220681,Hist—rico
Competidor7,22/12/19,1841306,Hist—rico
Competidor7,29/12/19,1014903,Hist—rico
Competidor7,05/01/20,1269708,Hist—rico
Competidor7,12/01/20,833042,Hist—rico
Competidor7,19/01/20,1026173,Hist—rico
Competidor7,26/01/20,1372128,Hist—rico
Competidor7,02/02/20,861487,Hist—rico
Competidor7,09/02/20,993385,Hist—rico
Competidor7,16/02/20,1227754,Hist—rico
Competidor7,23/02/20,1521265,Hist—rico
Competidor7,01/03/20,906016,Hist—rico
Competidor7,08/03/20,1067327,Hist—rico
Competidor7,15/03/20,1296830,Hist—rico
Competidor7,22/03/20,1899781,Hist—rico
Competidor7,29/03/20,1031033,Hist—rico
Competidor7,05/04/20,872038,Hist—rico
Competidor7,12/04/20,1116555,Hist—rico
Competidor7,19/04/20,1121637,Hist—rico
Competidor7,26/04/20,1658183,Hist—rico
Competidor7,03/05/20,1011288,Hist—rico
Competidor7,10/05/20,1037322,Hist—rico
Competidor7,17/05/20,1299574,Hist—rico
Competidor7,24/05/20,1659839,Hist—rico
Competidor7,07/06/20,1348819,Hist—rico
Competidor7,14/06/20,1799174,Hist—rico
Competidor7,21/06/20,1055837,Hist—rico
Competidor7,28/06/20,1044288,Hist—rico
Competidor7,05/07/20,1342338,Hist—rico
Competidor7,12/07/20,1585247,Hist—rico
Competidor7,19/07/20,1022990,Hist—rico
Competidor7,26/07/20,1072823,Hist—rico
Competidor7,02/08/20,1191099,Hist—rico
Competidor7,09/08/20,1228700,Hist—rico
Competidor7,16/08/20,1412421,Hist—rico
Competidor7,23/08/20,1609907,Hist—rico
Competidor7,06/09/20,1083836,Hist—rico
Competidor7,13/09/20,1398544,Hist—rico
Competidor7,20/09/20,1657866,Hist—rico
Competidor7,27/09/20,871921,Hist—rico
Competidor7,30/09/20,1003476,Hist—rico
Competidor7,04/10/20,993868,Hist—rico
Competidor7,11/10/20,1052463,Hist—rico
Competidor7,18/10/20,1228444,Hist—rico
Competidor7,25/10/20,1438748,Hist—rico
Competidor7,01/11/20,1048612,Hist—rico
Competidor7,08/11/20,947395,Hist—rico
Competidor7,15/11/20,1163782,Hist—rico
Competidor7,22/11/20,1435479,Hist—rico
Competidor7,06/12/20,1141736,Hist—rico
Competidor7,13/12/20,1724514,Hist—rico
Competidor7,20/12/20,1351590,Hist—rico
Competidor7,27/12/20,1347198,Hist—rico
Competidor7,29/12/20,1017342,Hist—rico
Competidor7,03/01/21,734574,Hist—rico
Competidor7,10/01/21,881897,Hist—rico
Competidor7,17/01/21,1133009,Hist—rico
Competidor7,24/01/21,1403046,Hist—rico
Competidor7,07/02/21,1074264,Hist—rico
Competidor7,14/02/21,1210983,Hist—rico
Competidor7,21/02/21,1240879,Hist—rico
Competidor7,28/02/21,1037377,Hist—rico
Competidor7,04/03/21,935381,Hist—rico
Competidor7,07/03/21,1063550,Hist—rico
Competidor7,14/03/21,1328500,Hist—rico
Competidor7,21/03/21,1774245,Hist—rico
Competidor7,28/03/21,912356,Hist—rico
Competidor7,02/04/21,1010302,Hist—rico
Competidor7,11/04/21,1037934,Hist—rico
Competidor7,18/04/21,1423111,Hist—rico
Competidor7,25/04/21,1393662,Hist—rico
Competidor7,09/05/21,1218736,Hist—rico
Competidor7,16/05/21,1298871,Hist—rico
Competidor7,23/05/21,1450802,Hist—rico
Competidor7,30/05/21,1092607,Hist—rico
Competidor7,04/06/21,1078219,Hist—rico
Competidor7,06/06/21,998111,Hist—rico
Competidor7,13/06/21,1351263,Hist—rico
Competidor7,20/06/21,1634583,Hist—rico
Competidor7,27/06/21,1239429,Hist—rico
Competidor7,01/07/21,968502,Hist—rico
Competidor7,11/07/21,1011752,Hist—rico
Competidor7,18/07/21,1354975.7,Hist—rico
Competidor7,25/07/21,1445117,Hist—rico
Competidor7,08/08/21,1109130,Hist—rico
Competidor7,15/08/21,1292793,Hist—rico
Competidor7,22/08/21,1342304,Hist—rico
Competidor7,29/08/21,1017651,Hist—rico
Competidor7,03/09/21,917951,Hist—rico
Competidor7,05/09/21,1057722,Hist—rico
Competidor7,12/09/21,1202631,Hist—rico
Competidor7,19/09/21,1656411,Hist—rico
Competidor7,26/09/21,918079,Hist—rico
Competidor7,10/10/21,1039382,Hist—rico
Competidor7,17/10/21,1258348,Hist—rico
Competidor7,24/10/21,1251248,Hist—rico
Competidor7,31/10/21,1028724,Hist—rico
Competidor7,07/11/21,1125269,Hist—rico
Competidor7,14/11/21,1103104,Hist—rico
Competidor7,21/11/21,1333389,Hist—rico
Competidor7,28/11/21,872719,Hist—rico
Competidor7,02/12/21,890758,Hist—rico
Competidor7,05/12/21,911866,Hist—rico
Competidor7,12/12/21,1043714,Hist—rico
Competidor7,19/12/21,1492567,Hist—rico
Competidor7,26/12/21,880401,Hist—rico
Competidor7,09/01/22,1413237,Hist—rico
Competidor7,16/01/22,850465,Hist—rico
Competidor7,23/01/22,742174,Hist—rico
Competidor7,30/01/22,808000,Hist—rico
Competidor7,06/02/22,945225,Hist—rico
Competidor7,13/02/22,930649,Hist—rico
Competidor7,20/02/22,1518743,Hist—rico
Competidor7,27/02/22,848731,Hist—rico
Competidor7,03/03/22,861459,Hist—rico
Competidor7,06/03/22,1041114,Hist—rico
Competidor7,13/03/22,1021159,Hist—rico
Competidor7,20/03/22,1295154,Hist—rico
Competidor7,27/03/22,771973,Hist—rico
Competidor7,01/04/22,853624,Hist—rico
Competidor7,10/04/22,1024907,Hist—rico
Competidor7,17/04/22,1033234,Hist—rico
Competidor7,24/04/22,1224696,Hist—rico
Competidor7,08/05/22,1004833,Hist—rico
Competidor8,06/01/19,13854688,Hist—rico
Competidor8,13/01/19,14450155.4,Hist—rico
Competidor8,20/01/19,13600906.1,Hist—rico
Competidor8,27/01/19,14408624.6,Hist—rico
Competidor8,03/02/19,13806459.5,Hist—rico
Competidor8,10/02/19,15616603.8,Hist—rico
Competidor8,17/02/19,13579528.3,Hist—rico
Competidor8,24/02/19,14753748.5,Hist—rico
Competidor8,03/03/19,14242457.4,Hist—rico
Competidor8,10/03/19,15818648.5,Hist—rico
Competidor8,17/03/19,14314742.5,Hist—rico
Competidor8,24/03/19,15694843,Hist—rico
Competidor8,31/03/19,14385903.46,Hist—rico
Competidor8,07/04/19,15685182.5,Hist—rico
Competidor8,14/04/19,15121795,Hist—rico
Competidor8,21/04/19,16288094,Hist—rico
Competidor8,28/04/19,15359497.04,Hist—rico
Competidor8,05/05/19,16300630.5,Hist—rico
Competidor8,12/05/19,15310715.5,Hist—rico
Competidor8,19/05/19,16341482.5,Hist—rico
Competidor8,26/05/19,16348806.5,Hist—rico
Competidor8,02/06/19,16292479.5,Hist—rico
Competidor8,09/06/19,16421365.5,Hist—rico
Competidor8,16/06/19,16148881.7,Hist—rico
Competidor8,23/06/19,15572186,Hist—rico
Competidor8,30/06/19,16893106.5,Hist—rico
Competidor8,07/07/19,17018374.5,Hist—rico
Competidor8,14/07/19,16185205,Hist—rico
Competidor8,21/07/19,15686372.5,Hist—rico
Competidor8,28/07/19,16720578.9,Hist—rico
Competidor8,04/08/19,15774301.14,Hist—rico
Competidor8,11/08/19,16853754,Hist—rico
Competidor8,18/08/19,15318891,Hist—rico
Competidor8,25/08/19,16755127.2,Hist—rico
Competidor8,01/09/19,15891748.5,Hist—rico
Competidor8,08/09/19,15953722.3,Hist—rico
Competidor8,15/09/19,15499881.8,Hist—rico
Competidor8,22/09/19,16870004.6,Hist—rico
Competidor8,29/09/19,14927402,Hist—rico
Competidor8,06/10/19,16343752,Hist—rico
Competidor8,13/10/19,15405705,Hist—rico
Competidor8,20/10/19,15606821.5,Hist—rico
Competidor8,27/10/19,15002108,Hist—rico
Competidor8,03/11/19,15342647.96,Hist—rico
Competidor8,10/11/19,14277794,Hist—rico
Competidor8,17/11/19,15259637.7,Hist—rico
Competidor8,24/11/19,14156982,Hist—rico
Competidor8,01/12/19,14809535,Hist—rico
Competidor8,08/12/19,14383072.5,Hist—rico
Competidor8,15/12/19,14923744.5,Hist—rico
Competidor8,22/12/19,14810880,Hist—rico
Competidor8,29/12/19,13804342.5,Hist—rico
Competidor8,05/01/20,13966619.04,Hist—rico
Competidor8,12/01/20,15030956,Hist—rico
Competidor8,19/01/20,13422226.96,Hist—rico
Competidor8,26/01/20,14377853.2,Hist—rico
Competidor8,02/02/20,13257220,Hist—rico
Competidor8,09/02/20,14990700,Hist—rico
Competidor8,16/02/20,13513873.96,Hist—rico
Competidor8,23/02/20,14737334.4,Hist—rico
Competidor8,01/03/20,13714012.16,Hist—rico
Competidor8,08/03/20,15542616.42,Hist—rico
Competidor8,15/03/20,14456456,Hist—rico
Competidor8,22/03/20,18101714.4,Hist—rico
Competidor8,29/03/20,15580359.5,Hist—rico
Competidor8,05/04/20,14703464,Hist—rico
Competidor8,12/04/20,15342295.25,Hist—rico
Competidor8,19/04/20,14883301.54,Hist—rico
Competidor8,26/04/20,14773554.5,Hist—rico
Competidor8,03/05/20,16066170.5,Hist—rico
Competidor8,10/05/20,16090431.5,Hist—rico
Competidor8,17/05/20,16120038.7,Hist—rico
Competidor8,24/05/20,16669026.2,Hist—rico
Competidor8,07/06/20,16843364,Hist—rico
Competidor8,14/06/20,17413029.04,Hist—rico
Competidor8,21/06/20,16558612.75,Hist—rico
Competidor8,28/06/20,16604924,Hist—rico
Competidor8,05/07/20,17463699,Hist—rico
Competidor8,12/07/20,17540515.5,Hist—rico
Competidor8,19/07/20,15753284.5,Hist—rico
Competidor8,26/07/20,16809654.5,Hist—rico
Competidor8,02/08/20,16378304.96,Hist—rico
Competidor8,09/08/20,17068873.5,Hist—rico
Competidor8,16/08/20,16501587,Hist—rico
Competidor8,23/08/20,17064224.96,Hist—rico
Competidor8,06/09/20,17406067.5,Hist—rico
Competidor8,13/09/20,15850266.4,Hist—rico
Competidor8,20/09/20,16093136.25,Hist—rico
Competidor8,27/09/20,14953720.6,Hist—rico
Competidor8,30/09/20,15755599,Hist—rico
Competidor8,04/10/20,16048726.1,Hist—rico
Competidor8,11/10/20,15534026.5,Hist—rico
Competidor8,18/10/20,16102210.5,Hist—rico
Competidor8,25/10/20,15249244.1,Hist—rico
Competidor8,01/11/20,15372800.1,Hist—rico
Competidor8,08/11/20,14903680,Hist—rico
Competidor8,15/11/20,15913592.4,Hist—rico
Competidor8,22/11/20,15417736.06,Hist—rico
Competidor8,06/12/20,14436415,Hist—rico
Competidor8,13/12/20,15473751.85,Hist—rico
Competidor8,20/12/20,14624275,Hist—rico
Competidor8,27/12/20,14110979.6,Hist—rico
Competidor8,29/12/20,14571323.1,Hist—rico
Competidor8,03/01/21,13250083.5,Hist—rico
Competidor8,10/01/21,14888286.5,Hist—rico
Competidor8,17/01/21,14558066.4,Hist—rico
Competidor8,24/01/21,14244825.56,Hist—rico
Competidor8,07/02/21,14337007.6,Hist—rico
Competidor8,14/02/21,14164460.6,Hist—rico
Competidor8,21/02/21,12379765.5,Hist—rico
Competidor8,28/02/21,14291002.5,Hist—rico
Competidor8,04/03/21,15521987.96,Hist—rico
Competidor8,07/03/21,14731272,Hist—rico
Competidor8,14/03/21,15277048,Hist—rico
Competidor8,21/03/21,15633588.5,Hist—rico
Competidor8,28/03/21,14942025.5,Hist—rico
Competidor8,02/04/21,15289333,Hist—rico
Competidor8,11/04/21,15929408.5,Hist—rico
Competidor8,18/04/21,16209941,Hist—rico
Competidor8,25/04/21,15428434,Hist—rico
Competidor8,09/05/21,15726952,Hist—rico
Competidor8,16/05/21,15147481.5,Hist—rico
Competidor8,23/05/21,15402371,Hist—rico
Competidor8,30/05/21,16044400.5,Hist—rico
Competidor8,04/06/21,16173768.8,Hist—rico
Competidor8,06/06/21,15255468,Hist—rico
Competidor8,13/06/21,15776885,Hist—rico
Competidor8,20/06/21,15725094,Hist—rico
Competidor8,27/06/21,15797598,Hist—rico
Competidor8,01/07/21,15284945,Hist—rico
Competidor8,11/07/21,15372358.5,Hist—rico
Competidor8,18/07/21,15513231.7,Hist—rico
Competidor8,25/07/21,15738947,Hist—rico
Competidor8,08/08/21,15435786.96,Hist—rico
Competidor8,15/08/21,15285969,Hist—rico
Competidor8,22/08/21,15433884,Hist—rico
Competidor8,29/08/21,15020817,Hist—rico
Competidor8,03/09/21,14603272,Hist—rico
Competidor8,05/09/21,15835881,Hist—rico
Competidor8,12/09/21,14869960.96,Hist—rico
Competidor8,19/09/21,15370315.5,Hist—rico
Competidor8,26/09/21,14527886,Hist—rico
Competidor8,10/10/21,14963903,Hist—rico
Competidor8,17/10/21,14792226.5,Hist—rico
Competidor8,24/10/21,14625829,Hist—rico
Competidor8,31/10/21,14370282.5,Hist—rico
Competidor8,07/11/21,14199079.1,Hist—rico
Competidor8,14/11/21,14094561,Hist—rico
Competidor8,21/11/21,14544216,Hist—rico
Competidor8,28/11/21,13294721,Hist—rico
Competidor8,02/12/21,12951516.1,Hist—rico
